samples,ASV_ID,abundance
FLD0231_10_10_2007_1,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.026990599
FLD0231_10_10_2007_1,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0
FLD0231_10_10_2007_1,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.001617414
FLD0231_10_10_2007_1,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.096101358
FLD0231_10_10_2007_1,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.192607069
FLD0231_10_10_2007_1,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.000775011
FLD0231_10_10_2007_1,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.027630825
FLD0231_10_10_2007_1,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0
FLD0231_10_10_2007_1,Uncultured Myoviridae clone KUSW41 (ASV_19),0
FLD0231_10_10_2007_1,Synechococcus phage S-LKM3 (ASV_20),0.010142535
FLD0231_10_10_2007_1,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.012164302
FLD0231_10_10_2007_1,Unknown_ASV,0.435758331
FLD0232_22_05_2008_1,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.037803422
FLD0232_22_05_2008_1,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.004377238
FLD0232_22_05_2008_1,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.135694389
FLD0232_22_05_2008_1,Uncultured cyanophage clone BwC24 (ASV_6),0.003183446
FLD0232_22_05_2008_1,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.037803422
FLD0232_22_05_2008_1,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.003979308
FLD0232_22_05_2008_1,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0
FLD0232_22_05_2008_1,Uncultured cyanophage clone KRB1008M5 (ASV_10),0
FLD0232_22_05_2008_1,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.098288898
FLD0232_22_05_2008_1,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.114206128
FLD0232_22_05_2008_1,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.003979308
FLD0232_22_05_2008_1,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.025069638
FLD0232_22_05_2008_1,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0
FLD0232_22_05_2008_1,Uncultured Myoviridae clone KUSW41 (ASV_19),0
FLD0232_22_05_2008_1,Synechococcus phage S-LKM3 (ASV_20),0
FLD0232_22_05_2008_1,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.003979308
FLD0232_22_05_2008_1,Unknown_ASV,0.531635495
FLD0233_01_06_2008_1,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.046638618
FLD0233_01_06_2008_1,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.00143228
FLD0233_01_06_2008_1,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.112165428
FLD0233_01_06_2008_1,Uncultured cyanophage clone BwC24 (ASV_6),0.00930982
FLD0233_01_06_2008_1,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.008504163
FLD0233_01_06_2008_1,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.003491183
FLD0233_01_06_2008_1,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0
FLD0233_01_06_2008_1,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.024259243
FLD0233_01_06_2008_1,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.080207681
FLD0233_01_06_2008_1,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.108316176
FLD0233_01_06_2008_1,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.00644526
FLD0233_01_06_2008_1,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.016650255
FLD0233_01_06_2008_1,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0
FLD0233_01_06_2008_1,Uncultured Myoviridae clone KUSW41 (ASV_19),0
FLD0233_01_06_2008_1,Synechococcus phage S-LKM3 (ASV_20),0
FLD0233_01_06_2008_1,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.000268553
FLD0233_01_06_2008_1,Unknown_ASV,0.582311342
FLD0234_01_06_2008,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.045276977
FLD0234_01_06_2008,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.002817803
FLD0234_01_06_2008,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.097598463
FLD0234_01_06_2008,Uncultured cyanophage clone BwC24 (ASV_6),0.014857509
FLD0234_01_06_2008,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.010310599
FLD0234_01_06_2008,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.008261287
FLD0234_01_06_2008,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0
FLD0234_01_06_2008,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.02920269
FLD0234_01_06_2008,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.074927954
FLD0234_01_06_2008,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.096253602
FLD0234_01_06_2008,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.005059238
FLD0234_01_06_2008,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.019596542
FLD0234_01_06_2008,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0
FLD0234_01_06_2008,Uncultured Myoviridae clone KUSW41 (ASV_19),0
FLD0234_01_06_2008,Synechococcus phage S-LKM3 (ASV_20),0
FLD0234_01_06_2008,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.000448287
FLD0234_01_06_2008,Unknown_ASV,0.595389049
FLD0236_25_06_2008_a,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.282534805
FLD0236_25_06_2008_a,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.001070913
FLD0236_25_06_2008_a,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.272756903
FLD0236_25_06_2008_a,Uncultured cyanophage clone BwC24 (ASV_6),0.002467756
FLD0236_25_06_2008_a,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.001815896
FLD0236_25_06_2008_a,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.018112399
FLD0236_25_06_2008_a,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0.020487033
FLD0236_25_06_2008_a,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.141360525
FLD0236_25_06_2008_a,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.037714765
FLD0236_25_06_2008_a,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.052381618
FLD0236_25_06_2008_a,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.043581506
FLD0236_25_06_2008_a,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.005261442
FLD0236_25_06_2008_a,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0
FLD0236_25_06_2008_a,Uncultured Myoviridae clone KUSW41 (ASV_19),0
FLD0236_25_06_2008_a,Synechococcus phage S-LKM3 (ASV_20),0
FLD0236_25_06_2008_a,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.000232807
FLD0236_25_06_2008_a,Unknown_ASV,0.120221632
FLD0237_25_06_2008_b,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.189805668
FLD0237_25_06_2008_b,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.0008621
FLD0237_25_06_2008_b,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.179173102
FLD0237_25_06_2008_b,Uncultured cyanophage clone BwC24 (ASV_6),0.001077625
FLD0237_25_06_2008_b,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.007004562
FLD0237_25_06_2008_b,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.069686411
FLD0237_25_06_2008_b,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0
FLD0237_25_06_2008_b,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.091346672
FLD0237_25_06_2008_b,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.036028593
FLD0237_25_06_2008_b,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.075900715
FLD0237_25_06_2008_b,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.117425195
FLD0237_25_06_2008_b,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.005100758
FLD0237_25_06_2008_b,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0
FLD0237_25_06_2008_b,Uncultured Myoviridae clone KUSW41 (ASV_19),0
FLD0237_25_06_2008_b,Synechococcus phage S-LKM3 (ASV_20),0.000359208
FLD0237_25_06_2008_b,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.000323287
FLD0237_25_06_2008_b,Unknown_ASV,0.225906103
FLD0238_02_07_2008,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.088325942
FLD0238_02_07_2008,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.003157183
FLD0238_02_07_2008,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.105164249
FLD0238_02_07_2008,Uncultured cyanophage clone BwC24 (ASV_6),0.001728933
FLD0238_02_07_2008,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.004021649
FLD0238_02_07_2008,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.080245058
FLD0238_02_07_2008,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0.005562655
FLD0238_02_07_2008,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.044689168
FLD0238_02_07_2008,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.012290461
FLD0238_02_07_2008,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.074907916
FLD0238_02_07_2008,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.072878298
FLD0238_02_07_2008,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.002367887
FLD0238_02_07_2008,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0
FLD0238_02_07_2008,Uncultured Myoviridae clone KUSW41 (ASV_19),0
FLD0238_02_07_2008,Synechococcus phage S-LKM3 (ASV_20),0.000112757
FLD0238_02_07_2008,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.000413441
FLD0238_02_07_2008,Unknown_ASV,0.504134406
FLD0239_15_07_2008_1,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.175809717
FLD0239_15_07_2008_1,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.047908232
FLD0239_15_07_2008_1,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.160290148
FLD0239_15_07_2008_1,Uncultured cyanophage clone BwC24 (ASV_6),0.005802969
FLD0239_15_07_2008_1,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.004453441
FLD0239_15_07_2008_1,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.026956815
FLD0239_15_07_2008_1,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0.004217274
FLD0239_15_07_2008_1,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.076180837
FLD0239_15_07_2008_1,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.040519568
FLD0239_15_07_2008_1,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.093319838
FLD0239_15_07_2008_1,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.057860999
FLD0239_15_07_2008_1,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.004993252
FLD0239_15_07_2008_1,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0
FLD0239_15_07_2008_1,Uncultured Myoviridae clone KUSW41 (ASV_19),0
FLD0239_15_07_2008_1,Synechococcus phage S-LKM3 (ASV_20),0
FLD0239_15_07_2008_1,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.000506073
FLD0239_15_07_2008_1,Unknown_ASV,0.301180837
FLD0240_15_07_2008_2,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.182170653
FLD0240_15_07_2008_2,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.072583174
FLD0240_15_07_2008_2,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.159819825
FLD0240_15_07_2008_2,Uncultured cyanophage clone BwC24 (ASV_6),0.007611825
FLD0240_15_07_2008_2,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.004076745
FLD0240_15_07_2008_2,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.0278245
FLD0240_15_07_2008_2,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0.004475867
FLD0240_15_07_2008_2,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.08373008
FLD0240_15_07_2008_2,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.042592012
FLD0240_15_07_2008_2,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.073352909
FLD0240_15_07_2008_2,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.049890241
FLD0240_15_07_2008_2,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.003877184
FLD0240_15_07_2008_2,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0
FLD0240_15_07_2008_2,Uncultured Myoviridae clone KUSW41 (ASV_19),0
FLD0240_15_07_2008_2,Synechococcus phage S-LKM3 (ASV_20),0
FLD0240_15_07_2008_2,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.000399122
FLD0240_15_07_2008_2,Unknown_ASV,0.287595861
FLD0241_04_08_2008_4b,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.0237599
FLD0241_04_08_2008_4b,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.553563985
FLD0241_04_08_2008_4b,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.128386828
FLD0241_04_08_2008_4b,Uncultured cyanophage clone BwC24 (ASV_6),0
FLD0241_04_08_2008_4b,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.003751563
FLD0241_04_08_2008_4b,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.014589412
FLD0241_04_08_2008_4b,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0
FLD0241_04_08_2008_4b,Uncultured cyanophage clone KRB1008M5 (ASV_10),0
FLD0241_04_08_2008_4b,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.002917882
FLD0241_04_08_2008_4b,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.104626928
FLD0241_04_08_2008_4b,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.055856607
FLD0241_04_08_2008_4b,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.003751563
FLD0241_04_08_2008_4b,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0
FLD0241_04_08_2008_4b,Uncultured Myoviridae clone KUSW41 (ASV_19),0
FLD0241_04_08_2008_4b,Synechococcus phage S-LKM3 (ASV_20),0
FLD0241_04_08_2008_4b,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.027511463
FLD0241_04_08_2008_4b,Unknown_ASV,0.081283868
FLD0242_04_08_2008_2b,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.035657377
FLD0242_04_08_2008_2b,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.153693515
FLD0242_04_08_2008_2b,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.248068308
FLD0242_04_08_2008_2b,Uncultured cyanophage clone BwC24 (ASV_6),0.003547699
FLD0242_04_08_2008_2b,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.005171222
FLD0242_04_08_2008_2b,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.056432458
FLD0242_04_08_2008_2b,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0.003367307
FLD0242_04_08_2008_2b,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.014070533
FLD0242_04_08_2008_2b,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.012837858
FLD0242_04_08_2008_2b,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.153182406
FLD0242_04_08_2008_2b,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.114728962
FLD0242_04_08_2008_2b,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.01250714
FLD0242_04_08_2008_2b,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0.000240522
FLD0242_04_08_2008_2b,Uncultured Myoviridae clone KUSW41 (ASV_19),0
FLD0242_04_08_2008_2b,Synechococcus phage S-LKM3 (ASV_20),0.001803914
FLD0242_04_08_2008_2b,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.040227293
FLD0242_04_08_2008_2b,Unknown_ASV,0.144463486
FLD0243_18_08_2008_4d,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.065550511
FLD0243_18_08_2008_4d,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.187358116
FLD0243_18_08_2008_4d,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.222971056
FLD0243_18_08_2008_4d,Uncultured cyanophage clone BwC24 (ASV_6),0.006597616
FLD0243_18_08_2008_4d,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.012272985
FLD0243_18_08_2008_4d,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.059378547
FLD0243_18_08_2008_4d,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0.038947219
FLD0243_18_08_2008_4d,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.023765607
FLD0243_18_08_2008_4d,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.011634506
FLD0243_18_08_2008_4d,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.051007378
FLD0243_18_08_2008_4d,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.03192395
FLD0243_18_08_2008_4d,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.027951192
FLD0243_18_08_2008_4d,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0
FLD0243_18_08_2008_4d,Uncultured Myoviridae clone KUSW41 (ASV_19),0
FLD0243_18_08_2008_4d,Synechococcus phage S-LKM3 (ASV_20),0.006668558
FLD0243_18_08_2008_4d,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.03461975
FLD0243_18_08_2008_4d,Unknown_ASV,0.219353008
FLD0244_24_08_2008_2,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.033922837
FLD0244_24_08_2008_2,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.152652766
FLD0244_24_08_2008_2,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.258084943
FLD0244_24_08_2008_2,Uncultured cyanophage clone BwC24 (ASV_6),0.002826903
FLD0244_24_08_2008_2,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.005812113
FLD0244_24_08_2008_2,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.054502691
FLD0244_24_08_2008_2,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0.004749197
FLD0244_24_08_2008_2,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.014044054
FLD0244_24_08_2008_2,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.012144376
FLD0244_24_08_2008_2,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.167036049
FLD0244_24_08_2008_2,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.103170654
FLD0244_24_08_2008_2,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.012619295
FLD0244_24_08_2008_2,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0.000293998
FLD0244_24_08_2008_2,Uncultured Myoviridae clone KUSW41 (ASV_19),0
FLD0244_24_08_2008_2,Synechococcus phage S-LKM3 (ASV_20),0.002465059
FLD0244_24_08_2008_2,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.029309331
FLD0244_24_08_2008_2,Unknown_ASV,0.146365733
FLD0245_29_08_2008_1,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.02333098
FLD0245_29_08_2008_1,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.103503362
FLD0245_29_08_2008_1,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.279674555
FLD0245_29_08_2008_1,Uncultured cyanophage clone BwC24 (ASV_6),0.005461233
FLD0245_29_08_2008_1,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.075862838
FLD0245_29_08_2008_1,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.004049485
FLD0245_29_08_2008_1,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0
FLD0245_29_08_2008_1,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.008507635
FLD0245_29_08_2008_1,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.003826578
FLD0245_29_08_2008_1,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.001560352
FLD0245_29_08_2008_1,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.001077386
FLD0245_29_08_2008_1,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.002303377
FLD0245_29_08_2008_1,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0
FLD0245_29_08_2008_1,Uncultured Myoviridae clone KUSW41 (ASV_19),0
FLD0245_29_08_2008_1,Synechococcus phage S-LKM3 (ASV_20),0
FLD0245_29_08_2008_1,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.00059442
FLD0245_29_08_2008_1,Unknown_ASV,0.490247799
FLD0246_29_08_2008_2,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.023132158
FLD0246_29_08_2008_2,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.103208508
FLD0246_29_08_2008_2,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.288447555
FLD0246_29_08_2008_2,Uncultured cyanophage clone BwC24 (ASV_6),0.003635703
FLD0246_29_08_2008_2,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.072804945
FLD0246_29_08_2008_2,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.004453736
FLD0246_29_08_2008_2,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0
FLD0246_29_08_2008_2,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.010679876
FLD0246_29_08_2008_2,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.003681149
FLD0246_29_08_2008_2,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.002726777
FLD0246_29_08_2008_2,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.001090711
FLD0246_29_08_2008_2,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.000954372
FLD0246_29_08_2008_2,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0
FLD0246_29_08_2008_2,Uncultured Myoviridae clone KUSW41 (ASV_19),0
FLD0246_29_08_2008_2,Synechococcus phage S-LKM3 (ASV_20),0
FLD0246_29_08_2008_2,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.00036357
FLD0246_29_08_2008_2,Unknown_ASV,0.484820942
FLD0248_03_09_2008_2b,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.083502907
FLD0248_03_09_2008_2b,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.119549419
FLD0248_03_09_2008_2b,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.334229651
FLD0248_03_09_2008_2b,Uncultured cyanophage clone BwC24 (ASV_6),0.006795058
FLD0248_03_09_2008_2b,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.046947674
FLD0248_03_09_2008_2b,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.021911337
FLD0248_03_09_2008_2b,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0.004614826
FLD0248_03_09_2008_2b,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.034084302
FLD0248_03_09_2008_2b,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.029978198
FLD0248_03_09_2008_2b,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.03502907
FLD0248_03_09_2008_2b,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.004905523
FLD0248_03_09_2008_2b,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.020748547
FLD0248_03_09_2008_2b,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0.000363372
FLD0248_03_09_2008_2b,Uncultured Myoviridae clone KUSW41 (ASV_19),0
FLD0248_03_09_2008_2b,Synechococcus phage S-LKM3 (ASV_20),0.009265988
FLD0248_03_09_2008_2b,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.00625
FLD0248_03_09_2008_2b,Unknown_ASV,0.241824128
FLD0247_08_09_2008_3d,Uncultured cyanophage clone KRB1008M5 (ASV_1),0
FLD0247_08_09_2008_3d,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0
FLD0247_08_09_2008_3d,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0
FLD0247_08_09_2008_3d,Uncultured cyanophage clone BwC24 (ASV_6),0.346153846
FLD0247_08_09_2008_3d,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0
FLD0247_08_09_2008_3d,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0
FLD0247_08_09_2008_3d,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0
FLD0247_08_09_2008_3d,Uncultured cyanophage clone KRB1008M5 (ASV_10),0
FLD0247_08_09_2008_3d,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0
FLD0247_08_09_2008_3d,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0
FLD0247_08_09_2008_3d,Uncultured cyanophage clone KRA0808M1 (ASV_13),0
FLD0247_08_09_2008_3d,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0
FLD0247_08_09_2008_3d,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0
FLD0247_08_09_2008_3d,Uncultured Myoviridae clone KUSW41 (ASV_19),0
FLD0247_08_09_2008_3d,Synechococcus phage S-LKM3 (ASV_20),0
FLD0247_08_09_2008_3d,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0
FLD0247_08_09_2008_3d,Unknown_ASV,0.653846154
FLD0249_17_09_2008_1d,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.066339856
FLD0249_17_09_2008_1d,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.032647567
FLD0249_17_09_2008_1d,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.261401535
FLD0249_17_09_2008_1d,Uncultured cyanophage clone BwC24 (ASV_6),0.016253466
FLD0249_17_09_2008_1d,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.082633503
FLD0249_17_09_2008_1d,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.016554828
