Date,Months,Years,Site,Period,bloom2,Total_Phosphorus_ug,Phosph_Range,Nitrog_Range,Total_Nitrogen_mg,Temperature_Water_Celsius,Dissolved_P,Dissolved_N,Cumulative_precipitation_t1_t7_mm,Profondeur_Secchi_cm,Mean_temperature_t0_t7,Microcystin_ug_L,Description,SampleID,echantillonnage
2015-3-19,March,2015,,Spring,,NA,,,NA,NA,NA,NA,1.975,NA,-4.95,NA,,FLD0334.19-03-2015-p1,
2015-3-19,March,2015,Pelagic,Spring,NA,NA,,,NA,NA,NA,NA,1.975,NA,-4.95,NA,19-03-15-st2,FLD0335.19-03-2015-p2,Nathalie
2015-3-19,March,2015,,Spring,,NA,,,NA,NA,NA,NA,1.975,NA,-4.95,NA,,FLD0336.19-03-2015-L1,
2015-3-19,March,2015,,Spring,,NA,,,NA,NA,NA,NA,1.975,NA,-4.95,NA,,FLD0337.19-03-2015-L2,
2015-6-30,June,2015,,Summer,,NA,,,NA,NA,NA,NA,2.0625,NA,16.95,NA,,FLD0338.30-06-2015-p1,
2015-6-30,June,2015,,Summer,,NA,,,NA,NA,NA,NA,2.0625,NA,16.95,NA,,FLD0339.30-06-2015-L2,
2015-7-16,July,2015,,Summer,,NA,,,NA,NA,NA,NA,1.525,NA,19.2375,NA,,FLD0340.16-07-2015-p1,
2015-7-16,July,2015,Littoral,Summer,NA,NA,,,NA,NA,NA,NA,1.525,NA,19.2375,NA,16.07.2015_L1,FLD0341.16-07-2015-L1,Nathalie
2015-7-28,July,2015,Littoral,Summer,NA,45.8952,,,1083.530527,26.1,16.2,679,3.3625,NA,20.0625,NA,28.07.2015 1,FLD0342.28-07-2015-1,
2015-7-28,July,2015,,Summer,,NA,,,NA,NA,NA,NA,3.3625,NA,20.0625,NA,,FLD0343.28-07-2015-2,
2015-7-29,NA,2015,Littoral,Summer,NA,48.4576,,,893.9017827,26.8,14.5,566,1.95,NA,20.5,NA,29.07.2015 1,NA,
2015-7-30,July,2015,Littoral,Summer,NA,60.5997,,,1227.408096,27.1,13.4,528,4.4,NA,21.1625,NA,30.07.2015 1,FLD0344.30-07-2015-1,
2015-7-30,July,2015,,Summer,,NA,,,NA,NA,NA,NA,4.4,NA,21.1625,NA,,FLD0345.30-07-2015-2,
2015-7-31,July,2015,,Summer,,NA,,,NA,NA,NA,NA,4.4625,NA,21.4,NA,,FLD0346.31-07-2015-2,
2015-7-31,July,2015,Littoral,Summer,NA,69.0562,,,1132.574508,25.5,14.8,525,4.4625,NA,21.4,NA,31.07.2015 1,NA,
2015-8-04,August,2015,Littoral,Summer,NA,105.2887,,,1329.550599,24.4,15,514,2.625,NA,21.1875,NA,04.08.2015 1,FLD0347.04-08-2015-1,
2015-8-04,August,2015,,Summer,,NA,,,NA,NA,NA,NA,2.625,NA,21.1875,NA,,FLD0348.04-08-2015-2,
2015-8-05,August,2015,Littoral,Summer,NA,203.3724,,,3430.408039,24,14.6,478,2.8125,NA,20.6125,NA,05.08.2015 1,NA,
2015-8-05,August,2015,,Summer,,NA,,,NA,NA,NA,NA,2.8125,NA,20.6125,NA,,FLD0349.05-08-2015-L3,
2015-8-06,August,2015,Littoral,Summer,NA,198.7194,,,2765.763285,23.3,14.7,473,2.8125,NA,19.6625,NA,06.08.2015 1,NA,
2015-8-06,August,2015,,Summer,,NA,,,NA,NA,NA,NA,2.8125,NA,19.6625,NA,,FLD0350.06-08-2015-2,
2015-8-10,August,2015,Littoral,Summer,NA,74.1733,,,800.3131152,22.5,45.3,532,0.4875,NA,18.7625,NA,10.08.2015 1,FLD0351.10-08-2015-1,
2015-8-10,August,2015,,Summer,,NA,,,NA,NA,NA,NA,0.4875,NA,18.7625,NA,,FLD0352.10-08-2015-2,
2015-8-12,August,2015,Littoral,Summer,NA,89.9398,,,873.9822647,22.5,31.9,525,5.3875,NA,18.1875,NA,12.08.2015 1,FLD0353.12-08-2015-1,
2015-8-12,August,2015,,Summer,,NA,,,NA,NA,NA,NA,5.3875,NA,18.1875,NA,,FLD0354.12-08-2015-2,
2015-8-13,August,2015,Littoral,Summer,NA,NA,,,NA,NA,NA,NA,5.2,NA,18.2125,NA,13.08.2015_A,FLD0355.13-08-2015-1,Nathalie
2015-8-13,August,2015,,Summer,,NA,,,NA,NA,NA,NA,5.2,NA,18.2125,NA,,FLD0356.13-08-2015-2,
2015-9-03,September,2015,,Summer,,NA,,,NA,NA,NA,NA,0,NA,19.1875,NA,,FLD0357.03-09-2015-2,
2015-9-16,September,2015,,Fall,,NA,,,NA,NA,NA,NA,6.125,NA,18.475,NA,,FLD0358.16-09-2015-1,
2015-9-16,September,2015,,Fall,,NA,,,NA,NA,NA,NA,6.125,NA,18.475,NA,,FLD0359.16-09-2015-2,
2015-10-21,October,2015,Littoral,Fall,NA,NA,,,NA,NA,NA,NA,2.2125,NA,4.8375,NA,21-10-15-st1,FLD0360.21-10-2015-1,Nathalie
2015-10-21,October,2015,,Fall,,NA,,,NA,NA,NA,NA,2.2125,NA,4.8375,NA,,FLD0361.21-10-2015-2,
2016-7-19,July,2016,,Summer,,NA,,,NA,NA,NA,NA,6.0625,NA,21.75,NA,,FLD0362.19-07-2016,
2016-7-20,July,2016,,Summer,,NA,,,NA,NA,NA,NA,6.0625,NA,21.225,NA,,FLD0363.20-07-2016,
2016-7-21,July,2016,Littoral,Summer,NA,61.9,,,499,NA,41.7,335,6.0625,NA,20.6375,NA,21.07.2016,NA,
2016-7-25,July,2016,,Summer,,NA,,,NA,NA,NA,NA,11.1375,NA,19.875,NA,,FLD0364.25-07-2016,
2016-7-27,July,2016,Littoral,Summer,NA,66.9,,,468,24.7,44.7,349,5.8875,NA,20.625,NA,27.07.2016,FLD0365.27-07-2016,
2016-8-01,August,2016,Littoral,Summer,NA,NA,,,NA,NA,NA,NA,0.1375,NA,20.675,NA,01.08.2016,FLD0366.01-08-2016,Nathalie
2016-8-03,August,2016,Littoral,Summer,NA,83.4,,,517,26.2,54.1,337,0,NA,20.8375,NA,03.08.2016,NA,
2016-8-09,August,2016,,Summer,,NA,,,NA,NA,NA,NA,0,NA,21.6875,NA,,FLD0367.09-08-2016,
2016-8-16,August,2016,Littoral,Summer,NA,215.4,,,2842,25.9,27.8,604,7.65,NA,21.9,NA,16.08.2016,NA,
2016-8-18,August,2016,Littoral,Summer,NA,166.3,,,1858,25.4,39.3,593,8.3125,NA,21.45,NA,18.08.2016,FLD0368.18-08-2016,
2016-8-23,August,2016,Littoral,Summer,NA,125.2,,,1354,22.3,52.1,622,7.5625,NA,19.725,NA,23.08.2016,FLD0369.23-08-2016,
2016-9-01,September,2016,Littoral,Summer,NA,NA,,,NA,NA,NA,NA,4.925,NA,19.9875,NA,01.09.2016,NA,Nathalie
2016-9-03,September,2016,,Summer,,NA,,,NA,NA,NA,NA,4.925,NA,18.15,NA,,FLD0370.03-09-2016,
2016-9-08,September,2016,Littoral,Summer,NA,NA,,,NA,NA,NA,NA,0.6,NA,19.0875,NA,08.09.2016,NA,Nathalie
2016-9-15,September,2016,Littoral,Fall,NA,1623,,,14231,22,848.5,8739,4.55,NA,17.6875,NA,15.09.2016,FLD0371.15-09-2016,
2016-9-19,September,2016,Littoral,Fall,NA,NA,,,NA,NA,NA,NA,5.95,NA,16.3125,NA,19.09.2016,NA,Nathalie
2016-9-22,September,2016,Littoral,Fall,NA,146.7,,,1852,23,39.9,1001,5.825,NA,17.5875,NA,22.09.2016,FLD0372.22-09-2016,
2016-10-25,October,2016,,Fall,,NA,,,NA,NA,NA,NA,13.85,NA,8.175,NA,,FLD0373.25-10-2016,
2016-9-26,September,2016,Littoral,Fall,NA,123.3,,,1370,17.6,38.2,726,5.875,NA,14.65,NA,26.09.2016,NA,
2016-10-06,October,2016,Littoral,Fall,NA,NA,,,NA,NA,NA,NA,0.3,NA,13.925,NA,06.10.2016,NA,Nathalie
2017-8-08,August,2017,Littoral,Summer,NA,59.9691,,,621.0177109,22.7,38.0532,494.9384419,2.425,NA,19.6375,NA,08-08-2017,S1T1C,
2017-8-11,August,2017,Littoral,Summer,NA,26.6071,,,657.6142303,22.7,25.5351,379.1504887,1.975,NA,19.225,NA,11-08-2017,S1T2C,
2017-8-17,August,2017,Littoral,Summer,NA,56.9616,,,1236.354086,22.7,28.3408,850.2260539,6.15,NA,19.3625,NA,17-08-2017,S1T3C,
2017-8-21,August,2017,Littoral,Summer,NA,29.0098,,,754.4616079,22.7,25.4414,560.9440543,3.2125,NA,19.4625,NA,21-08-2017,S1T4C,
2017-8-28,August,2017,Littoral,Summer,NA,55.9625,,,874.6513633,22.7,57.7774,567.9849565,3.65,NA,17.375,NA,28-08-2017,S1T5C,
2017-9-26,September,2017,Littoral,Fall,NA,68.3627,,,1110.801714,24,19.5924,460.1229103,0,NA,21.5,NA,26-09-2017,S1T6C,
2018-8-08,August,2018,Littoral,Summer,NA,73.8948,,,6040,22.7,33.04775,680,4.8,NA,23.7,NA,08-08-2018,S2T1C,
2018-8-20,August,2018,Littoral,Summer,NA,80.7439,,,920,22.7,38.867,600,0.3,NA,21.0625,NA,20-08-2018,S2T2C,
2018-9-04,September,2018,Littoral,Summer,NA,80.85255,,,960,22.7,65.72885,780,1.175,NA,22.175,NA,04-09-2018,S2T3C,
2018-9-20,September,2018,Littoral,Fall,NA,79.6004,,,1070,22.7,28.3435,600,0,NA,19.4125,NA,20-09-2018,S2T4C,
2018-10-03,October,2018,Littoral,Fall,NA,55.2881,,,930,22.7,22.6009,620,8.75,NA,11.7,NA,03-10-2018,S2T5C,
